DATE_KEY,DAY_OF_WEEK,CALENDAR_MONTH,CALENDAR_QUARTER,CALENDAR_YEAR,FISCAL_WEEK,FISCAL_MONTH,FISCAL_MONTH_NAME,FISCAL_QUARTER,FISCAL_YEAR
2017-02-06 00:00:00,MONDAY   ,201702,20171,2017,201706,201702,Feb 2017,20171,2017
2017-02-09 00:00:00,THURSDAY ,201702,20171,2017,201706,201702,Feb 2017,20171,2017
2017-02-10 00:00:00,FRIDAY   ,201702,20171,2017,201706,201702,Feb 2017,20171,2017
2017-02-11 00:00:00,SATURDAY ,201702,20171,2017,201706,201702,Feb 2017,20171,2017
2017-02-12 00:00:00,SUNDAY   ,201702,20171,2017,201707,201702,Feb 2017,20171,2017
2017-02-14 00:00:00,TUESDAY  ,201702,20171,2017,201707,201702,Feb 2017,20171,2017
2017-02-15 00:00:00,WEDNESDAY,201702,20171,2017,201707,201702,Feb 2017,20171,2017
2017-02-17 00:00:00,FRIDAY   ,201702,20171,2017,201707,201702,Feb 2017,20171,2017
2017-02-18 00:00:00,SATURDAY ,201702,20171,2017,201707,201702,Feb 2017,20171,2017
2017-02-19 00:00:00,SUNDAY   ,201702,20171,2017,201708,201702,Feb 2017,20171,2017
2017-02-22 00:00:00,WEDNESDAY,201702,20171,2017,201708,201702,Feb 2017,20171,2017
2017-02-23 00:00:00,THURSDAY ,201702,20171,2017,201708,201702,Feb 2017,20171,2017
2017-02-26 00:00:00,SUNDAY   ,201702,20171,2017,201709,201703,Mar 2017,20171,2017
2017-02-27 00:00:00,MONDAY   ,201702,20171,2017,201709,201703,Mar 2017,20171,2017
2017-02-28 00:00:00,TUESDAY  ,201702,20171,2017,201709,201703,Mar 2017,20171,2017
2017-03-01 00:00:00,WEDNESDAY,201703,20171,2017,201709,201703,Mar 2017,20171,2017
2017-03-04 00:00:00,SATURDAY ,201703,20171,2017,201709,201703,Mar 2017,20171,2017
2017-03-07 00:00:00,TUESDAY  ,201703,20171,2017,201710,201703,Mar 2017,20171,2017
2017-03-08 00:00:00,WEDNESDAY,201703,20171,2017,201710,201703,Mar 2017,20171,2017
2017-03-12 00:00:00,SUNDAY   ,201703,20171,2017,201711,201703,Mar 2017,20171,2017
2017-03-13 00:00:00,MONDAY   ,201703,20171,2017,201711,201703,Mar 2017,20171,2017
2017-03-14 00:00:00,TUESDAY  ,201703,20171,2017,201711,201703,Mar 2017,20171,2017
2017-03-15 00:00:00,WEDNESDAY,201703,20171,2017,201711,201703,Mar 2017,20171,2017
2017-03-16 00:00:00,THURSDAY ,201703,20171,2017,201711,201703,Mar 2017,20171,2017
2017-03-18 00:00:00,SATURDAY ,201703,20171,2017,201711,201703,Mar 2017,20171,2017
2017-03-21 00:00:00,TUESDAY  ,201703,20171,2017,201712,201703,Mar 2017,20171,2017
2017-03-22 00:00:00,WEDNESDAY,201703,20171,2017,201712,201703,Mar 2017,20171,2017
2017-03-24 00:00:00,FRIDAY   ,201703,20171,2017,201712,201703,Mar 2017,20171,2017
2017-03-26 00:00:00,SUNDAY   ,201703,20171,2017,201713,201703,Mar 2017,20171,2017
2017-03-28 00:00:00,TUESDAY  ,201703,20171,2017,201713,201703,Mar 2017,20171,2017
2017-03-29 00:00:00,WEDNESDAY,201703,20171,2017,201713,201703,Mar 2017,20171,2017
2017-03-31 00:00:00,FRIDAY   ,201703,20171,2017,201713,201703,Mar 2017,20171,2017
2017-04-02 00:00:00,SUNDAY   ,201704,20172,2017,201714,201704,Apr 2017,20172,2017
2017-04-03 00:00:00,MONDAY   ,201704,20172,2017,201714,201704,Apr 2017,20172,2017
2017-04-07 00:00:00,FRIDAY   ,201704,20172,2017,201714,201704,Apr 2017,20172,2017
2017-04-08 00:00:00,SATURDAY ,201704,20172,2017,201714,201704,Apr 2017,20172,2017
2017-04-09 00:00:00,SUNDAY   ,201704,20172,2017,201715,201704,Apr 2017,20172,2017
2017-04-10 00:00:00,MONDAY   ,201704,20172,2017,201715,201704,Apr 2017,20172,2017
2017-04-14 00:00:00,FRIDAY   ,201704,20172,2017,201715,201704,Apr 2017,20172,2017
2017-04-15 00:00:00,SATURDAY ,201704,20172,2017,201715,201704,Apr 2017,20172,2017
2017-04-16 00:00:00,SUNDAY   ,201704,20172,2017,201716,201704,Apr 2017,20172,2017
2017-04-17 00:00:00,MONDAY   ,201704,20172,2017,201716,201704,Apr 2017,20172,2017
2017-04-18 00:00:00,TUESDAY  ,201704,20172,2017,201716,201704,Apr 2017,20172,2017
2017-04-19 00:00:00,WEDNESDAY,201704,20172,2017,201716,201704,Apr 2017,20172,2017
2017-04-21 00:00:00,FRIDAY   ,201704,20172,2017,201716,201704,Apr 2017,20172,2017
2017-04-25 00:00:00,TUESDAY  ,201704,20172,2017,201717,201704,Apr 2017,20172,2017
2017-04-26 00:00:00,WEDNESDAY,201704,20172,2017,201717,201704,Apr 2017,20172,2017
2017-04-28 00:00:00,FRIDAY   ,201704,20172,2017,201717,201704,Apr 2017,20172,2017
2017-04-29 00:00:00,SATURDAY ,201704,20172,2017,201717,201704,Apr 2017,20172,2017
2017-05-01 00:00:00,MONDAY   ,201705,20172,2017,201718,201705,May 2017,20172,2017
2017-05-02 00:00:00,TUESDAY  ,201705,20172,2017,201718,201705,May 2017,20172,2017
2017-05-03 00:00:00,WEDNESDAY,201705,20172,2017,201718,201705,May 2017,20172,2017
2017-05-05 00:00:00,FRIDAY   ,201705,20172,2017,201718,201705,May 2017,20172,2017
2017-05-06 00:00:00,SATURDAY ,201705,20172,2017,201718,201705,May 2017,20172,2017
2017-05-07 00:00:00,SUNDAY   ,201705,20172,2017,201719,201705,May 2017,20172,2017
2017-05-08 00:00:00,MONDAY   ,201705,20172,2017,201719,201705,May 2017,20172,2017
2017-05-10 00:00:00,WEDNESDAY,201705,20172,2017,201719,201705,May 2017,20172,2017
2017-05-14 00:00:00,SUNDAY   ,201705,20172,2017,201720,201705,May 2017,20172,2017
2017-05-15 00:00:00,MONDAY   ,201705,20172,2017,201720,201705,May 2017,20172,2017
2017-05-16 00:00:00,TUESDAY  ,201705,20172,2017,201720,201705,May 2017,20172,2017
2017-05-19 00:00:00,FRIDAY   ,201705,20172,2017,201720,201705,May 2017,20172,2017
2017-05-22 00:00:00,MONDAY   ,201705,20172,2017,201721,201705,May 2017,20172,2017
2017-05-23 00:00:00,TUESDAY  ,201705,20172,2017,201721,201705,May 2017,20172,2017
2017-05-24 00:00:00,WEDNESDAY,201705,20172,2017,201721,201705,May 2017,20172,2017
2017-05-25 00:00:00,THURSDAY ,201705,20172,2017,201721,201705,May 2017,20172,2017
2017-05-28 00:00:00,SUNDAY   ,201705,20172,2017,201722,201706,Jun 2017,20172,2017
2017-05-31 00:00:00,WEDNESDAY,201705,20172,2017,201722,201706,Jun 2017,20172,2017
2017-06-01 00:00:00,THURSDAY ,201706,20172,2017,201722,201706,Jun 2017,20172,2017
2017-06-02 00:00:00,FRIDAY   ,201706,20172,2017,201722,201706,Jun 2017,20172,2017
2017-06-03 00:00:00,SATURDAY ,201706,20172,2017,201722,201706,Jun 2017,20172,2017
2017-06-04 00:00:00,SUNDAY   ,201706,20172,2017,201723,201706,Jun 2017,20172,2017
2017-06-06 00:00:00,TUESDAY  ,201706,20172,2017,201723,201706,Jun 2017,20172,2017
2017-06-07 00:00:00,WEDNESDAY,201706,20172,2017,201723,201706,Jun 2017,20172,2017
2017-06-08 00:00:00,THURSDAY ,201706,20172,2017,201723,201706,Jun 2017,20172,2017
2017-06-09 00:00:00,FRIDAY   ,201706,20172,2017,201723,201706,Jun 2017,20172,2017
2017-06-11 00:00:00,SUNDAY   ,201706,20172,2017,201724,201706,Jun 2017,20172,2017
2017-06-14 00:00:00,WEDNESDAY,201706,20172,2017,201724,201706,Jun 2017,20172,2017
2017-06-16 00:00:00,FRIDAY   ,201706,20172,2017,201724,201706,Jun 2017,20172,2017
2017-06-17 00:00:00,SATURDAY ,201706,20172,2017,201724,201706,Jun 2017,20172,2017
2017-06-18 00:00:00,SUNDAY   ,201706,20172,2017,201725,201706,Jun 2017,20172,2017
2017-06-24 00:00:00,SATURDAY ,201706,20172,2017,201725,201706,Jun 2017,20172,2017
2017-06-25 00:00:00,SUNDAY   ,201706,20172,2017,201726,201706,Jun 2017,20172,2017
2017-06-26 00:00:00,MONDAY   ,201706,20172,2017,201726,201706,Jun 2017,20172,2017
2017-06-27 00:00:00,TUESDAY  ,201706,20172,2017,201726,201706,Jun 2017,20172,2017
2017-06-28 00:00:00,WEDNESDAY,201706,20172,2017,201726,201706,Jun 2017,20172,2017
2017-06-29 00:00:00,THURSDAY ,201706,20172,2017,201726,201706,Jun 2017,20172,2017
2017-07-01 00:00:00,SATURDAY ,201707,20173,2017,201726,201706,Jun 2017,20172,2017
2017-07-04 00:00:00,TUESDAY  ,201707,20173,2017,201727,201707,Jul 2017,20173,2017
2017-07-05 00:00:00,WEDNESDAY,201707,20173,2017,201727,201707,Jul 2017,20173,2017
2017-07-06 00:00:00,THURSDAY ,201707,20173,2017,201727,201707,Jul 2017,20173,2017
2017-07-07 00:00:00,FRIDAY   ,201707,20173,2017,201727,201707,Jul 2017,20173,2017
2017-07-09 00:00:00,SUNDAY   ,201707,20173,2017,201728,201707,Jul 2017,20173,2017
2017-07-10 00:00:00,MONDAY   ,201707,20173,2017,201728,201707,Jul 2017,20173,2017
2017-07-11 00:00:00,TUESDAY  ,201707,20173,2017,201728,201707,Jul 2017,20173,2017
2017-07-13 00:00:00,THURSDAY ,201707,20173,2017,201728,201707,Jul 2017,20173,2017
2017-07-16 00:00:00,SUNDAY   ,201707,20173,2017,201729,201707,Jul 2017,20173,2017
2017-07-18 00:00:00,TUESDAY  ,201707,20173,2017,201729,201707,Jul 2017,20173,2017
2017-07-21 00:00:00,FRIDAY   ,201707,20173,2017,201729,201707,Jul 2017,20173,2017
2017-07-23 00:00:00,SUNDAY   ,201707,20173,2017,201730,201707,Jul 2017,20173,2017
2017-07-24 00:00:00,MONDAY   ,201707,20173,2017,201730,201707,Jul 2017,20173,2017
2017-07-25 00:00:00,TUESDAY  ,201707,20173,2017,201730,201707,Jul 2017,20173,2017
2017-07-28 00:00:00,FRIDAY   ,201707,20173,2017,201730,201707,Jul 2017,20173,2017
2017-07-30 00:00:00,SUNDAY   ,201707,20173,2017,201731,201708,Aug 2017,20173,2017
2017-08-02 00:00:00,WEDNESDAY,201708,20173,2017,201731,201708,Aug 2017,20173,2017
2017-08-03 00:00:00,THURSDAY ,201708,20173,2017,201731,201708,Aug 2017,20173,2017
2017-08-05 00:00:00,SATURDAY ,201708,20173,2017,201731,201708,Aug 2017,20173,2017
2017-08-06 00:00:00,SUNDAY   ,201708,20173,2017,201732,201708,Aug 2017,20173,2017
2017-08-07 00:00:00,MONDAY   ,201708,20173,2017,201732,201708,Aug 2017,20173,2017
2017-08-08 00:00:00,TUESDAY  ,201708,20173,2017,201732,201708,Aug 2017,20173,2017
2017-08-10 00:00:00,THURSDAY ,201708,20173,2017,201732,201708,Aug 2017,20173,2017
2017-08-11 00:00:00,FRIDAY   ,201708,20173,2017,201732,201708,Aug 2017,20173,2017
2017-08-13 00:00:00,SUNDAY   ,201708,20173,2017,201733,201708,Aug 2017,20173,2017
2017-08-14 00:00:00,MONDAY   ,201708,20173,2017,201733,201708,Aug 2017,20173,2017
2017-08-15 00:00:00,TUESDAY  ,201708,20173,2017,201733,201708,Aug 2017,20173,2017
2017-08-18 00:00:00,FRIDAY   ,201708,20173,2017,201733,201708,Aug 2017,20173,2017
2017-08-19 00:00:00,SATURDAY ,201708,20173,2017,201733,201708,Aug 2017,20173,2017
2017-08-22 00:00:00,TUESDAY  ,201708,20173,2017,201734,201708,Aug 2017,20173,2017
2017-08-23 00:00:00,WEDNESDAY,201708,20173,2017,201734,201708,Aug 2017,20173,2017
2017-08-27 00:00:00,SUNDAY   ,201708,20173,2017,201735,201709,Sep 2017,20173,2017
2017-08-28 00:00:00,MONDAY   ,201708,20173,2017,201735,201709,Sep 2017,20173,2017
2017-08-29 00:00:00,TUESDAY  ,201708,20173,2017,201735,201709,Sep 2017,20173,2017
2017-08-31 00:00:00,THURSDAY ,201708,20173,2017,201735,201709,Sep 2017,20173,2017
2017-09-04 00:00:00,MONDAY   ,201709,20173,2017,201736,201709,Sep 2017,20173,2017
2017-09-05 00:00:00,TUESDAY  ,201709,20173,2017,201736,201709,Sep 2017,20173,2017
2017-09-06 00:00:00,WEDNESDAY,201709,20173,2017,201736,201709,Sep 2017,20173,2017
2017-09-07 00:00:00,THURSDAY ,201709,20173,2017,201736,201709,Sep 2017,20173,2017
2017-09-08 00:00:00,FRIDAY   ,201709,20173,2017,201736,201709,Sep 2017,20173,2017
2017-09-09 00:00:00,SATURDAY ,201709,20173,2017,201736,201709,Sep 2017,20173,2017
2017-09-11 00:00:00,MONDAY   ,201709,20173,2017,201737,201709,Sep 2017,20173,2017
2017-09-12 00:00:00,TUESDAY  ,201709,20173,2017,201737,201709,Sep 2017,20173,2017
2017-09-15 00:00:00,FRIDAY   ,201709,20173,2017,201737,201709,Sep 2017,20173,2017
2017-09-17 00:00:00,SUNDAY   ,201709,20173,2017,201738,201709,Sep 2017,20173,2017
2017-09-19 00:00:00,TUESDAY  ,201709,20173,2017,201738,201709,Sep 2017,20173,2017
2017-09-21 00:00:00,THURSDAY ,201709,20173,2017,201738,201709,Sep 2017,20173,2017
2017-09-22 00:00:00,FRIDAY   ,201709,20173,2017,201738,201709,Sep 2017,20173,2017
2017-09-24 00:00:00,SUNDAY   ,201709,20173,2017,201739,201709,Sep 2017,20173,2017
2017-09-27 00:00:00,WEDNESDAY,201709,20173,2017,201739,201709,Sep 2017,20173,2017
2017-09-30 00:00:00,SATURDAY ,201709,20173,2017,201739,201709,Sep 2017,20173,2017
2017-10-01 00:00:00,SUNDAY   ,201710,20174,2017,201740,201710,Oct 2017,20174,2017
2017-10-02 00:00:00,MONDAY   ,201710,20174,2017,201740,201710,Oct 2017,20174,2017
2017-10-03 00:00:00,TUESDAY  ,201710,20174,2017,201740,201710,Oct 2017,20174,2017
2017-10-04 00:00:00,WEDNESDAY,201710,20174,2017,201740,201710,Oct 2017,20174,2017
2017-10-07 00:00:00,SATURDAY ,201710,20174,2017,201740,201710,Oct 2017,20174,2017
2017-10-09 00:00:00,MONDAY   ,201710,20174,2017,201741,201710,Oct 2017,20174,2017
2017-10-10 00:00:00,TUESDAY  ,201710,20174,2017,201741,201710,Oct 2017,20174,2017
2017-10-11 00:00:00,WEDNESDAY,201710,20174,2017,201741,201710,Oct 2017,20174,2017
2017-10-12 00:00:00,THURSDAY ,201710,20174,2017,201741,201710,Oct 2017,20174,2017
2017-10-13 00:00:00,FRIDAY   ,201710,20174,2017,201741,201710,Oct 2017,20174,2017
2017-10-15 00:00:00,SUNDAY   ,201710,20174,2017,201742,201710,Oct 2017,20174,2017
2017-10-19 00:00:00,THURSDAY ,201710,20174,2017,201742,201710,Oct 2017,20174,2017
2017-10-20 00:00:00,FRIDAY   ,201710,20174,2017,201742,201710,Oct 2017,20174,2017
2017-10-21 00:00:00,SATURDAY ,201710,20174,2017,201742,201710,Oct 2017,20174,2017
2017-10-23 00:00:00,MONDAY   ,201710,20174,2017,201743,201710,Oct 2017,20174,2017
2017-10-27 00:00:00,FRIDAY   ,201710,20174,2017,201743,201710,Oct 2017,20174,2017
2017-10-29 00:00:00,SUNDAY   ,201710,20174,2017,201744,201711,Nov 2017,20174,2017
2017-10-30 00:00:00,MONDAY   ,201710,20174,2017,201744,201711,Nov 2017,20174,2017
2017-10-31 00:00:00,TUESDAY  ,201710,20174,2017,201744,201711,Nov 2017,20174,2017
2017-11-01 00:00:00,WEDNESDAY,201711,20174,2017,201744,201711,Nov 2017,20174,2017
2017-11-04 00:00:00,SATURDAY ,201711,20174,2017,201744,201711,Nov 2017,20174,2017
2017-11-06 00:00:00,MONDAY   ,201711,20174,2017,201745,201711,Nov 2017,20174,2017
2017-11-07 00:00:00,TUESDAY  ,201711,20174,2017,201745,201711,Nov 2017,20174,2017
2017-11-10 00:00:00,FRIDAY   ,201711,20174,2017,201745,201711,Nov 2017,20174,2017
2017-11-12 00:00:00,SUNDAY   ,201711,20174,2017,201746,201711,Nov 2017,20174,2017
2017-11-13 00:00:00,MONDAY   ,201711,20174,2017,201746,201711,Nov 2017,20174,2017
2017-11-14 00:00:00,TUESDAY  ,201711,20174,2017,201746,201711,Nov 2017,20174,2017
2017-11-15 00:00:00,WEDNESDAY,201711,20174,2017,201746,201711,Nov 2017,20174,2017
2017-11-16 00:00:00,THURSDAY ,201711,20174,2017,201746,201711,Nov 2017,20174,2017
2017-11-19 00:00:00,SUNDAY   ,201711,20174,2017,201747,201711,Nov 2017,20174,2017
2017-11-20 00:00:00,MONDAY   ,201711,20174,2017,201747,201711,Nov 2017,20174,2017
2017-11-21 00:00:00,TUESDAY  ,201711,20174,2017,201747,201711,Nov 2017,20174,2017
2017-11-23 00:00:00,THURSDAY ,201711,20174,2017,201747,201711,Nov 2017,20174,2017
2017-11-24 00:00:00,FRIDAY   ,201711,20174,2017,201747,201711,Nov 2017,20174,2017
2017-11-26 00:00:00,SUNDAY   ,201711,20174,2017,201748,201712,Dec 2017,20174,2017
2017-11-29 00:00:00,WEDNESDAY,201711,20174,2017,201748,201712,Dec 2017,20174,2017
2017-11-30 00:00:00,THURSDAY ,201711,20174,2017,201748,201712,Dec 2017,20174,2017
2017-12-01 00:00:00,FRIDAY   ,201712,20174,2017,201748,201712,Dec 2017,20174,2017
2017-12-04 00:00:00,MONDAY   ,201712,20174,2017,201749,201712,Dec 2017,20174,2017
2017-12-06 00:00:00,WEDNESDAY,201712,20174,2017,201749,201712,Dec 2017,20174,2017
2017-12-07 00:00:00,THURSDAY ,201712,20174,2017,201749,201712,Dec 2017,20174,2017
2017-12-08 00:00:00,FRIDAY   ,201712,20174,2017,201749,201712,Dec 2017,20174,2017
2017-12-10 00:00:00,SUNDAY   ,201712,20174,2017,201750,201712,Dec 2017,20174,2017
2017-12-14 00:00:00,THURSDAY ,201712,20174,2017,201750,201712,Dec 2017,20174,2017
2017-12-15 00:00:00,FRIDAY   ,201712,20174,2017,201750,201712,Dec 2017,20174,2017
2017-12-16 00:00:00,SATURDAY ,201712,20174,2017,201750,201712,Dec 2017,20174,2017
2017-12-17 00:00:00,SUNDAY   ,201712,20174,2017,201751,201712,Dec 2017,20174,2017
2017-12-19 00:00:00,TUESDAY  ,201712,20174,2017,201751,201712,Dec 2017,20174,2017
2017-12-22 00:00:00,FRIDAY   ,201712,20174,2017,201751,201712,Dec 2017,20174,2017
2017-12-25 00:00:00,MONDAY   ,201712,20174,2017,201752,201712,Dec 2017,20174,2017
2017-12-26 00:00:00,TUESDAY  ,201712,20174,2017,201752,201712,Dec 2017,20174,2017
2017-12-27 00:00:00,WEDNESDAY,201712,20174,2017,201752,201712,Dec 2017,20174,2017
2017-12-28 00:00:00,THURSDAY ,201712,20174,2017,201752,201712,Dec 2017,20174,2017
2017-12-29 00:00:00,FRIDAY   ,201712,20174,2017,201752,201712,Dec 2017,20174,2017
2018-01-02 00:00:00,TUESDAY  ,201801,20181,2018,201801,201801,Jan 2018,20181,2018
2018-01-03 00:00:00,WEDNESDAY,201801,20181,2018,201801,201801,Jan 2018,20181,2018
2018-01-05 00:00:00,FRIDAY   ,201801,20181,2018,201801,201801,Jan 2018,20181,2018
2018-01-08 00:00:00,MONDAY   ,201801,20181,2018,201802,201801,Jan 2018,20181,2018
2018-01-09 00:00:00,TUESDAY  ,201801,20181,2018,201802,201801,Jan 2018,20181,2018
2018-01-10 00:00:00,WEDNESDAY,201801,20181,2018,201802,201801,Jan 2018,20181,2018
2018-01-12 00:00:00,FRIDAY   ,201801,20181,2018,201802,201801,Jan 2018,20181,2018
2018-01-13 00:00:00,SATURDAY ,201801,20181,2018,201802,201801,Jan 2018,20181,2018
2018-01-15 00:00:00,MONDAY   ,201801,20181,2018,201803,201801,Jan 2018,20181,2018
2018-01-17 00:00:00,WEDNESDAY,201801,20181,2018,201803,201801,Jan 2018,20181,2018
2018-01-18 00:00:00,THURSDAY ,201801,20181,2018,201803,201801,Jan 2018,20181,2018
2018-01-19 00:00:00,FRIDAY   ,201801,20181,2018,201803,201801,Jan 2018,20181,2018
2018-01-20 00:00:00,SATURDAY ,201801,20181,2018,201803,201801,Jan 2018,20181,2018
2017-01-04 00:00:00,WEDNESDAY,201701,20171,2017,201701,201701,Jan 2017,20171,2017
2017-01-12 00:00:00,THURSDAY ,201701,20171,2017,201702,201701,Jan 2017,20171,2017
2017-01-22 00:00:00,SUNDAY   ,201701,20171,2017,201704,201701,Jan 2017,20171,2017
2017-01-30 00:00:00,MONDAY   ,201701,20171,2017,201705,201702,Feb 2017,20171,2017
2017-02-05 00:00:00,SUNDAY   ,201702,20171,2017,201706,201702,Feb 2017,20171,2017
2017-02-13 00:00:00,MONDAY   ,201702,20171,2017,201707,201702,Feb 2017,20171,2017
2017-02-20 00:00:00,MONDAY   ,201702,20171,2017,201708,201702,Feb 2017,20171,2017
2017-03-02 00:00:00,THURSDAY ,201703,20171,2017,201709,201703,Mar 2017,20171,2017
2017-03-10 00:00:00,FRIDAY   ,201703,20171,2017,201710,201703,Mar 2017,20171,2017
2017-03-17 00:00:00,FRIDAY   ,201703,20171,2017,201711,201703,Mar 2017,20171,2017
2017-03-27 00:00:00,MONDAY   ,201703,20171,2017,201713,201703,Mar 2017,20171,2017
2018-02-05 00:00:00,MONDAY   ,201802,20181,2018,201806,201802,Feb 2018,20181,2018
2018-03-29 00:00:00,THURSDAY ,201803,20181,2018,201813,201803,Mar 2018,20181,2018
2018-05-09 00:00:00,WEDNESDAY,201805,20182,2018,201819,201805,May 2018,20182,2018
2018-06-04 00:00:00,MONDAY   ,201806,20182,2018,201823,201806,Jun 2018,20182,2018
2018-06-30 00:00:00,SATURDAY ,201806,20182,2018,201826,201806,Jun 2018,20182,2018
2018-07-22 00:00:00,SUNDAY   ,201807,20183,2018,201830,201807,Jul 2018,20183,2018
2018-08-16 00:00:00,THURSDAY ,201808,20183,2018,201833,201808,Aug 2018,20183,2018
2018-11-06 00:00:00,TUESDAY  ,201811,20184,2018,201845,201811,Nov 2018,20184,2018
2018-12-01 00:00:00,SATURDAY ,201812,20184,2018,201848,201811,Nov 2018,20184,2018
2018-12-28 00:00:00,FRIDAY   ,201812,20184,2018,201852,201812,Dec 2018,20184,2018
2019-01-16 00:00:00,WEDNESDAY,201901,20191,2019,201902,201901,Jan 2019,20191,2019
2019-02-11 00:00:00,MONDAY   ,201902,20191,2019,201906,201902,Feb 2019,20191,2019
2017-01-19 00:00:00,THURSDAY ,201701,20171,2017,201703,201701,Jan 2017,20171,2017
2017-02-21 00:00:00,TUESDAY  ,201702,20171,2017,201708,201702,Feb 2017,20171,2017
2017-03-23 00:00:00,THURSDAY ,201703,20171,2017,201712,201703,Mar 2017,20171,2017
2017-04-24 00:00:00,MONDAY   ,201704,20172,2017,201717,201704,Apr 2017,20172,2017
2017-07-14 00:00:00,FRIDAY   ,201707,20173,2017,201728,201707,Jul 2017,20173,2017
2017-08-17 00:00:00,THURSDAY ,201708,20173,2017,201733,201708,Aug 2017,20173,2017
2017-09-16 00:00:00,SATURDAY ,201709,20173,2017,201737,201709,Sep 2017,20173,2017
2017-10-18 00:00:00,WEDNESDAY,201710,20174,2017,201742,201710,Oct 2017,20174,2017
2017-10-24 00:00:00,TUESDAY  ,201710,20174,2017,201743,201710,Oct 2017,20174,2017
2017-11-22 00:00:00,WEDNESDAY,201711,20174,2017,201747,201711,Nov 2017,20174,2017
2019-04-15 00:00:00,MONDAY   ,201904,20192,2019,201915,201904,Apr 2019,20192,2019
2019-05-15 00:00:00,WEDNESDAY,201905,20192,2019,201919,201905,May 2019,20192,2019
2019-06-16 00:00:00,SUNDAY   ,201906,20192,2019,201924,201906,Jun 2019,20192,2019
2019-07-22 00:00:00,MONDAY   ,201907,20193,2019,201929,201907,Jul 2019,20193,2019
2019-09-22 00:00:00,SUNDAY   ,201909,20193,2019,201938,201909,Sep 2019,20193,2019
2019-10-16 00:00:00,WEDNESDAY,201910,20194,2019,201941,201910,Oct 2019,20194,2019
2019-11-16 00:00:00,SATURDAY ,201911,20194,2019,201945,201911,Nov 2019,20194,2019
2019-12-17 00:00:00,TUESDAY  ,201912,20194,2019,201950,201912,Dec 2019,20194,2019
2019-12-30 00:00:00,MONDAY   ,201912,20194,2019,201952,201912,Dec 2019,20194,2019
2020-01-28 00:00:00,TUESDAY  ,202001,20201,2020,202004,202001,Jan 2020,20201,2020
2017-04-05 00:00:00,WEDNESDAY,201704,20172,2017,201714,201704,Apr 2017,20172,2017
2018-01-28 00:00:00,SUNDAY   ,201801,20181,2018,201805,201801,Jan 2018,20181,2018
2018-03-25 00:00:00,SUNDAY   ,201803,20181,2018,201813,201803,Mar 2018,20181,2018
2018-05-21 00:00:00,MONDAY   ,201805,20182,2018,201821,201805,May 2018,20182,2018
2018-08-26 00:00:00,SUNDAY   ,201808,20183,2018,201835,201808,Aug 2018,20183,2018
2018-10-25 00:00:00,THURSDAY ,201810,20184,2018,201843,201810,Oct 2018,20184,2018
2018-12-20 00:00:00,THURSDAY ,201812,20184,2018,201851,201812,Dec 2018,20184,2018
2019-02-20 00:00:00,WEDNESDAY,201902,20191,2019,201907,201902,Feb 2019,20191,2019
2017-02-07 00:00:00,TUESDAY  ,201702,20171,2017,201706,201702,Feb 2017,20171,2017
2017-01-23 00:00:00,MONDAY   ,201701,20171,2017,201704,201701,Jan 2017,20171,2017
2017-02-08 00:00:00,WEDNESDAY,201702,20171,2017,201706,201702,Feb 2017,20171,2017
2017-04-01 00:00:00,SATURDAY ,201704,20172,2017,201713,201703,Mar 2017,20171,2017
2017-04-27 00:00:00,THURSDAY ,201704,20172,2017,201717,201704,Apr 2017,20172,2017
2017-05-26 00:00:00,FRIDAY   ,201705,20172,2017,201721,201705,May 2017,20172,2017
2017-06-20 00:00:00,TUESDAY  ,201706,20172,2017,201725,201706,Jun 2017,20172,2017
2017-07-17 00:00:00,MONDAY   ,201707,20173,2017,201729,201707,Jul 2017,20173,2017
2017-08-04 00:00:00,FRIDAY   ,201708,20173,2017,201731,201708,Aug 2017,20173,2017
2017-08-30 00:00:00,WEDNESDAY,201708,20173,2017,201735,201709,Sep 2017,20173,2017
2017-09-25 00:00:00,MONDAY   ,201709,20173,2017,201739,201709,Sep 2017,20173,2017
2020-04-13 00:00:00,MONDAY   ,202004,20202,2020,202015,202004,Apr 2020,20202,2020
2020-05-13 00:00:00,WEDNESDAY,202005,20202,2020,202019,202005,May 2020,20202,2020
2020-06-14 00:00:00,SUNDAY   ,202006,20202,2020,202024,202006,Jun 2020,20202,2020
2020-07-08 00:00:00,WEDNESDAY,202007,20203,2020,202027,202007,Jul 2020,20203,2020
2020-08-07 00:00:00,FRIDAY   ,202008,20203,2020,202031,202008,Aug 2020,20203,2020
2020-09-08 00:00:00,TUESDAY  ,202009,20203,2020,202036,202009,Sep 2020,20203,2020
2020-10-20 00:00:00,TUESDAY  ,202010,20204,2020,202042,202010,Oct 2020,20204,2020
2020-11-21 00:00:00,SATURDAY ,202011,20204,2020,202046,202011,Nov 2020,20204,2020
2018-02-25 00:00:00,SUNDAY   ,201802,20181,2018,201809,201802,Feb 2018,20181,2018
2018-03-30 00:00:00,FRIDAY   ,201803,20181,2018,201813,201803,Mar 2018,20181,2018
2018-05-02 00:00:00,WEDNESDAY,201805,20182,2018,201818,201804,Apr 2018,20182,2018
2018-06-02 00:00:00,SATURDAY ,201806,20182,2018,201822,201805,May 2018,20182,2018
2018-07-06 00:00:00,FRIDAY   ,201807,20183,2018,201827,201806,Jun 2018,20182,2018
